Date,Assigned to,Newspaper,Link,Section,Key Words,Opinion adm,Opinion CDC,Briefly observation,Abstractor,
6/7/2020,Sofi,The New York Times,https://www.nytimes.com/2020/06/07/nyregion/new-york-reopening-coronavirus.html?searchResultPosition=5,New York,"Reopening, restrictions, George Floyd protests ",Nada,Nada,"New York City, which weathered extensive hardship as an epicenter of the worldwide outbreak, is set to take the first tentative steps toward reopening its doors, but the reopening has been complicated by the vast protests for racial justice that have swept the city for more than a week",,
6/7/2020,Sofi,The New York Times,https://www.nytimes.com/2020/06/07/us/politics/blacks-coronavirus-police-brutality.html?searchResultPosition=6,Politics,Racial disparities,0,Nada," Black Americans are more than twice as likely as whites, latinos or Asian-Americans to die from the coronavirus.  ​Public health experts, activists and lawmakers say the triple threat, (police violence, crushing unemployment and the infectious disease threat in a century) requires a coordinated response.",,
6/7/2020,Sofi,The New York Times,https://www.nytimes.com/2020/06/07/world/europe/germany-coronavirus-reopening.html?searchResultPosition=7,Europe,"Germany’s new normal, social distance",Nada,Nada,"As Berlin emerges from its lockdown, residents are getting used to social distancing in bars and swimming pools and to handing out their phone number several times a day to help in contact tracing.",,
6/7/2020,Sofi,The New York Times,https://www.nytimes.com/2020/06/07/world/asia/china-coronavirus-wildlife-ban.html?searchResultPosition=8,Asia Pacific,"Consumption of wildlife, government’s restrictions, preventing future pandemics",Nada,Nada,"Since February China suspended the sale and consumption of wildlife, and the move has left millions of workers in the lurch. Their economic fate threatens to undermine China’s pledge to impose a permanent ban. Also,The government has moved slowly to permanently stop the sale and consumption of wild animals in the wake of the coronavirus epidemic, raising fears the practice may continue",,
6/7/2020,Sofi,The New York Times,https://www.nytimes.com/2020/06/07/world/asia/china-coronavirus.html?searchResultPosition=11,Asia Pacific,"Chinese government, responsibility for the pandemic",0,0,"Beijing staunchly defended its actions, saying it didn’t hide the emergence of the outbreak.Under continued fire for its early mishandling of the coronavirus, the Chinese government vigorously defended its actions in a new, detailed account on Sunday that portrays the country’s approach to combating the outbreak as a model for the world.",,
6/7/2020,Sofi,The New York Times,https://www.nytimes.com/2020/06/07/us/politics/coronavirus-humanitarian-aid-united-states.html?searchResultPosition=13,Politics,"American humanitarian aid, Congress, budget item, funds",-1,Nada,The State Department and U.S.A.I.D. have spent a fraction of the humanitarian assistance that Congress approved in March to help curb the coronavirus. The Trump administration has lauded itself as leading the world in confronting the coronavirus. But it has so far failed to spend more than 75 percent of the American humanitarian aid that Congress provided three months ago to help overseas victims of the virus. Congressional officials and relief workers voiced concern that vast amounts of additional resources would not be approved if the money that had already been appropriated continued to sit unspent.,,
6/7/2020,Sofi,The New York Times,https://www.nytimes.com/2020/06/07/opinion/letters/coronavirus-camps.html?searchResultPosition=14,Letters,"Summer camps, child’s well-being",Nada,Nada,Summer Camps officials and parents discuss the tough decisions camps are facing.,,
6/7/2020,Sofi,The New York Times,https://www.nytimes.com/2020/06/07/opinion/letters/arms-control.html?searchResultPosition=15,Letters,"Open Skies Treaty, American national security, Good child care, restrictions on public gatherings in Hon Kong ",Nada,Nada,"There are three opinion letters. 1) A former State Department official cautions against abandoning the Open Skies Treaty. 2) A child abuse pediatrician applaud Shantel Meek and Conor P. Williams’s rallying call to direct resources to high-quality, safe and affordable child care.  3) Restrictions on public gatherings in Hong Kong have been in place for more than two months, and their need is reviewed in light of the actual situation.",,
6/7/2020,Sofi,The New York Times,https://www.nytimes.com/2020/06/07/arts/Jk-Rowling-controversy.html?searchResultPosition=16,Arts,"Blacklash, transgender people, discrimination, JK Rowling",Nada,Nada,"J.K. Rowling provoked a backlash after responding to a line in an article that described the “menstrual health and hygiene needs of girls, women and all people who menstruate.”",,
6/7/2020,Sofi,The New York Times,https://www.nytimes.com/2020/06/07/us/politics/virus-trump-aid-farmers.html?searchResultPosition=17,Politics,"Farms, subsidies, agriculture policy, ",-1,Nada,"Months before an election in which some farm states are major battlegrounds, Democrats and other critics of the administration’s agriculture policies are expressing concern that the new subsidies, provided by Congress with bipartisan backing, could be doled out to ensure President Trump continues to win the backing of one of his key voting blocs. Farmers have been hit hard during the pandemic, but the new program is also the latest example of the outsize clout wielded in Washington by operators of the nation’s roughly two million farms and the eagerness of politicians to help them. ",,
6/7/2020,Sofi,The New York Times,https://www.nytimes.com/2020/06/07/technology/virtual-skills-inequality-gap-virus.html?searchResultPosition=18,Technology,"job-training program, online studies program, Year Up",Nada,Nada,Successful job-training programs for low-income young people have long been held in person. The promise of Year Up is that an intensive regimen of technical and professional training can be an on-ramp to a middle-class career.,,
6/7/2020,Sofi,The New York Times,https://www.nytimes.com/2020/06/07/business/coronavirus-offices-cdc-guidelines.html?searchResultPosition=19,Business,"C.D.C. guidelines, offices, employees",Nada,-1,"The Center for Disease Control and Prevention has recommended sweeping changes to American offices, and companies around the country are preparing elaborate new routines intended to keep their employees healthy. The changes will transform workaday offices.",,
6/7/2020,Sofi,The New York Times,https://www.nytimes.com/2020/06/07/science/masks-china-coronavirus.html?searchResultPosition=20,Science,"N95 masks, The Food and Drug Administration, authorizations",Nada,0,"The Food and Drug Administration changed its policy on decontamination for some N95 masks mainly used by health professionals, saying certain masks made in China should not be reused.",,
6/14/2020,Eliane,The New York Times,https://www.nytimes.com/2020/06/14/world/australia/coronavirus-stimulus-childcare-women.html?searchResultPosition=1,Australia,free child care,Nada,Nada,Australia is pouring millions into the male-dominated construction industry while ending free child care. Critics say that is illogical and reflects sexist biases.,,
6/14/2020,Eliane,The New York Times,https://www.nytimes.com/2020/06/14/us/coronavirus-united-states.html?searchResultPosition=2,U.S.,"reopen, alarming outbreak",Nada,Nada,"Arizona, Texas and Florida are reporting their highest case numbers yet.",,
6/14/2020,Eliane,The New York Times,https://www.nytimes.com/2020/06/14/nyregion/coronavirus-nyc-stoop-neighbors.html?searchResultPosition=3,New York,get to know,Nada,Nada,"The Times collected stories of how neighbors across the five boroughs handled the shutdown and, at times, came together.",,
6/14/2020,Eliane,The New York Times,https://www.nytimes.com/video/nyregion/100000007156203/coronavirus-black-community-deaths.html?searchResultPosition=4,New York,Video,Nada,Nada,"In New York City, Covid-19 is disproportionately killing black and Latino residents.",,
6/14/2020,Eliane,The New York Times,https://www.nytimes.com/2020/06/14/world/europe/coronavirus-abortion-obstacles.html?searchResultPosition=5,Europe,"Abortion, public health crisis",Nada,Nada,"France, Ireland and England, Scotland and Wales in Britain, all loosened restrictions and permitted at-home abortions with medication administered by prescription and the guidance of a medical professional over the phone or online.",,
6/14/2020,Eliane,The New York Times,https://www.nytimes.com/2020/06/14/sports/coronavirus-las-vegas-boxing.html?searchResultPosition=6,Sports,quarantined bubble,Nada,Nada,Our journalists took a look behind the scenes of boxing’s comeback in Las Vegas.,,
6/14/2020,Eliane,The New York Times,https://www.nytimes.com/2020/06/14/world/coronavirus-updates.html?searchResultPosition=7,World,suspend re-opening plans,-1,0,"Sports bettors are shifting to stocks. Brazil’s daily death toll is now the highest globally, and Peru is one of the world’s hot spots. ",,
6/14/2020,Eliane,The New York Times,https://www.nytimes.com/2020/06/14/business/coronavirus-road-trip.html?searchResultPosition=8,Business,"outbreak, out of work, states, journey",Nada,Nada,"A journey across 13 states highlighted a nation on edge, some people more apprehensive than others. ",,
6/14/2020,Eliane,The New York Times,https://www.nytimes.com/2020/06/14/opinion/coronavirus-george-floyd-protests.html?searchResultPosition=9,Opinion,black communities,Nada,0,The risk of spread of Covid-19 is clearly elevated at demonstrations,,
6/14/2020,Eliane,The New York Times,https://www.nytimes.com/2020/06/14/us/voter-registration-coronavirus-2020-election.html?searchResultPosition=10,U.S.,"presidential election, online regristation",Nada,Nada,Voter registration drives have been shelved during the pandemic. ,,
6/14/2020,Eliane,The New York Times,https://www.nytimes.com/2020/06/14/opinion/letters/coronavirus-airlines-travel.html?searchResultPosition=11,Letters,"airlines, airports",Nada,Nada,Readers describe travel experiences on planes and in airports that left them uneasy and call for more rigorous safety measures.,,
6/14/2020,Eliane,The New York Times,https://www.nytimes.com/2020/06/14/opinion/letters/biden-racism.html?searchResultPosition=12,Letters,racial inequality,-1,Nada,A reader suggests “a cabinet-level position devoted to eradicating racism.”,,
6/14/2020,Eliane,The New York Times,https://www.nytimes.com/2020/06/14/business/sports-gamblers-stocks-virus.html?searchResultPosition=13,Business,"investors, trading accounts, sports bettors",Nada,Nada,"When the pandemic shuttered sports, some switched from online sports betting to online stock trading. ",,
6/14/2020,Eliane,The New York Times,https://www.nytimes.com/2020/06/14/world/asia/afghanistan-coronavirus.html?searchResultPosition=14,Asia Pacific,contain the pandemic,Nada,Nada,"Afghanistan’s health system, largely dependent on foreign aid, has been overwhelmed, and official numbers are seen as an indication of a widening catastrophe.",,
6/14/2020,Eliane,The New York Times,https://www.nytimes.com/2020/06/14/health/coronavirus-vaccines-measles.html?searchResultPosition=15,Health,vaccination,Nada,Nada,"As poor countries around the world struggle to beat back the coronavirus, they are unintentionally contributing to fresh explosions of illness and death from other diseases",,
6/14/2020,Eliane,The New York Times,https://www.nytimes.com/2020/06/14/nyregion/coronavirus-billing-nyc.html?searchResultPosition=16,New York,"bills, insurance company",0,Nada,Patients who were treated for the virus are largely supposed to be exempt from receiving large bills. ,,
6/14/2020,Eliane,The New York Times,https://www.nytimes.com/2020/06/14/briefing/coronavirus-china-us-police-facebook.html?searchResultPosition=17,Briefing,rising trends,Nada,Nada,A New York Times tally of cases shows rising trends in some 70 countries as economies reopen and more people around the globe venture back into public life.,,
